CodigoEstacion,CodigoSensor,FechaObservacion,ValorObservado,NombreEstacion,Departamento,Municipio,ZonaHidrografica,Latitud,Longitud,DescripcionSensor,UnidadMedida
0021205791,0240,04/17/2018 12:10:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/01/2019 02:20:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/05/2019 04:30:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/10/2020 07:10:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/17/2020 01:20:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/18/2020 02:30:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/30/2021 02:20:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/23/2021 04:10:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/06/2021 09:40:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/16/2021 01:00:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/28/2022 02:20:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/09/2023 08:00:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/27/2023 05:30:00 PM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/13/2023 09:20:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/13/2023 08:40:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/15/2023 08:00:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/14/2023 09:10:00 AM,1.01,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/10/2018 05:10:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/07/2019 03:40:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/13/2018 06:20:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/30/2019 09:30:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/15/2018 03:50:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/19/2019 08:00:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/18/2019 10:10:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/20/2019 04:20:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/29/2020 02:50:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/30/2021 03:00:00 AM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/31/2021 01:20:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/17/2022 09:20:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/03/2023 06:30:00 AM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/05/2023 10:10:00 AM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/11/2023 08:00:00 AM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/25/2023 02:20:00 PM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/28/2023 07:30:00 AM,1.02,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/08/2018 04:20:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,07/19/2019 02:10:00 AM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/01/2019 07:50:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/12/2019 01:10:00 AM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,07/03/2020 10:30:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/11/2021 08:40:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/08/2021 10:30:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/22/2021 02:40:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/26/2022 08:50:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/08/2022 12:30:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/14/2023 12:00:00 PM,1.03,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/02/2019 02:20:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/21/2018 09:30:00 AM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/13/2019 02:20:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/12/2019 11:40:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/26/2020 08:00:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/19/2020 11:00:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/16/2021 11:30:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/16/2021 05:50:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/26/2021 02:00:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,12/28/2021 04:30:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/27/2022 02:40:00 PM,1.04,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/30/2019 09:20:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/11/2019 06:50:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/10/2018 02:40:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/25/2020 06:10:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/06/2020 11:20:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,07/01/2020 10:10:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/09/2020 01:20:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/27/2021 02:30:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/10/2021 07:20:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/20/2021 03:30:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/14/2021 05:00:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/03/2021 02:10:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/06/2022 03:20:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/07/2022 05:50:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/08/2022 12:50:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/17/2022 09:40:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/27/2022 03:40:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/28/2022 07:50:00 PM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/29/2022 03:40:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/04/2023 09:20:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/26/2023 10:50:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/12/2023 07:50:00 AM,1.05,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/11/2019 06:30:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/27/2019 02:30:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/30/2019 11:30:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/25/2020 02:40:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/03/2021 01:30:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/10/2021 02:30:00 AM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/27/2021 11:50:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/30/2021 12:10:00 AM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,02/28/2022 10:50:00 AM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/10/2023 06:40:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/22/2023 12:30:00 PM,1.06,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/12/2018 01:00:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/06/2018 03:00:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/24/2018 10:30:00 AM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/14/2018 11:10:00 AM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,11/17/2018 06:50:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/06/2020 01:00:00 AM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,02/14/2021 03:50:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/10/2021 03:20:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/16/2021 01:10:00 AM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,12/18/2021 01:40:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/28/2022 03:40:00 AM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,09/30/2022 07:20:00 PM,1.07,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021202270,0240,06/30/2013 07:10:00 PM,1.08,PLUVIOMETROS IDEAM BOGOTA Pruebas GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.608,-74.073,Precipitacion,mm
0021205791,0240,01/05/2019 05:40:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021202270,0240,06/30/2013 06:50:00 PM,1.08,PLUVIOMETROS IDEAM BOGOTA Pruebas GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.608,-74.073,Precipitacion,mm
0021205791,0240,04/08/2018 11:10:00 AM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021202270,0240,06/30/2013 07:00:00 PM,1.08,PLUVIOMETROS IDEAM BOGOTA Pruebas GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.608,-74.073,Precipitacion,mm
0021205791,0240,04/14/2019 05:20:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/18/2019 10:40:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/02/2020 01:50:00 AM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,06/18/2020 05:20:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/28/2021 06:30:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/28/2021 12:10:00 AM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/16/2021 12:40:00 AM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,04/07/2022 05:10:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/09/2023 07:20:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/11/2023 04:10:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,01/15/2023 01:10:00 AM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,02/20/2023 08:40:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/29/2023 02:30:00 PM,1.08,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/25/2019 03:40:00 PM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/14/2020 02:40:00 AM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,02/14/2021 04:10:00 PM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,05/03/2021 06:20:00 PM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,08/11/2021 09:40:00 PM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/25/2021 09:40:00 PM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,10/30/2021 12:20:00 AM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021205791,0240,03/28/2023 09:20:00 AM,1.09,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Precipitacion,mm
0021202240,0240,03/16/2015 03:55:00 PM,1.1,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Precipitacion,mm
0021202230,0240,05/02/2010 09:40:00 PM,1.1,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Precipitacion,mm
0021206940,0240,05/21/2006 01:10:00 AM,1.1,CIUDAD BOLIVAR,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.577,-74.177,Precipitacion,mm
0021206920,0240,03/22/2011 02:30:00 PM,1.1,VILLA TERESA - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.35,-74.15,Precipitacion,mm
0021202220,0240,05/24/2010 05:10:00 PM,1.1,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Precipitacion,mm
0021206920,0240,02/19/2008 06:00:00 PM,1.1,VILLA TERESA - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.35,-74.15,Precipitacion,mm
0021202200,0240,12/13/2012 02:30:00 PM,1.1,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Precipitacion,mm
0021206810,0240,04/18/2013 04:15:00 PM,1.1,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Precipitacion,mm
0021202220,0240,12/13/2014 06:25:00 PM,1.1,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Precipitacion,mm
0021202270,0240,05/30/2016 09:00:00 PM,1.1,PLUVIOMETROS IDEAM BOGOTA Pruebas GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.608,-74.073,Precipitacion,mm
0021202210,0240,11/06/2013 11:05:00 PM,1.1,MICAELA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.506,-74.086,Precipitacion,mm
0021201200,0240,05/30/2013 08:10:00 PM,1.1,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Precipitacion,mm
0021202240,0240,11/19/2010 02:50:00 PM,1.1,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Precipitacion,mm
